index,City,Date,Card Type,Exp Type,Gender,Amount,Customer_Age,Education_Level,Marital_Status
6948,"Bengaluru, India",16-Oct-13,Gold,Food,F,149612,39,High School,Single
6949,"Ahmedabad, India",04-Aug-14,Silver,Entertainment,F,218683,41,Graduate,Single
6950,"Bengaluru, India",19-Aug-14,Signature,Food,F,101670,47,Uneducated,Married
6951,"Greater Mumbai, India",09-May-15,Silver,Fuel,M,68369,51,Graduate,Single
6952,"Ahmedabad, India",23-Apr-14,Silver,Grocery,M,251277,34,Uneducated,Unknown
6953,"Greater Mumbai, India",27-Feb-15,Platinum,Fuel,M,78729,42,Unknown,Married
6954,"Ahmedabad, India",22-Dec-13,Silver,Food,M,108416,58,Unknown,Married
6955,"Delhi, India",13-Oct-14,Signature,Grocery,F,148556,38,Graduate,Married
6956,"Greater Mumbai, India",29-Mar-15,Signature,Fuel,M,146402,57,Uneducated,Single
6957,"Greater Mumbai, India",19-Mar-15,Silver,Food,M,204886,44,High School,Single
6958,"Bengaluru, India",02-Apr-15,Gold,Grocery,M,180961,42,Graduate,Single
6959,"Bengaluru, India",27-Dec-13,Signature,Bills,F,88095,58,Graduate,Single
6960,"Delhi, India",27-Jul-14,Silver,Food,F,122694,41,High School,Married
6961,"Ahmedabad, India",11-Jul-14,Signature,Fuel,M,163621,33,Graduate,Married
6962,"Delhi, India",17-May-15,Signature,Food,M,139318,48,Unknown,Married
6963,"Delhi, India",22-Apr-15,Silver,Grocery,F,257237,60,Graduate,Single
6964,"Greater Mumbai, India",28-Apr-14,Silver,Entertainment,M,40841,59,Unknown,Single
6965,"Greater Mumbai, India",21-Nov-13,Platinum,Bills,M,131871,56,Graduate,Married
6966,"Ahmedabad, India",23-Jan-15,Signature,Grocery,F,213795,41,Graduate,Married
6967,"Bengaluru, India",10-May-15,Platinum,Entertainment,F,98136,36,Unknown,Single
6968,"Delhi, India",26-Apr-14,Silver,Entertainment,M,190684,46,High School,Married
6969,"Greater Mumbai, India",06-Jun-14,Gold,Food,F,194902,52,Uneducated,Married
6970,"Bengaluru, India",29-Mar-14,Platinum,Fuel,F,276082,45,College,Married
6971,"Ahmedabad, India",08-Jan-15,Platinum,Bills,M,254938,47,Unknown,Married
6972,"Ahmedabad, India",19-Oct-13,Signature,Food,F,79984,42,Doctorate,Divorced
6973,"Bengaluru, India",17-Nov-13,Platinum,Bills,F,153100,39,Post-Graduate,Single
6974,"Ahmedabad, India",02-Jan-15,Platinum,Entertainment,F,97869,40,Unknown,Single
6975,"Bengaluru, India",25-May-15,Platinum,Entertainment,M,93651,50,Graduate,Married
6976,"Ahmedabad, India",12-Dec-13,Silver,Fuel,M,140259,40,Graduate,Single
6977,"Greater Mumbai, India",26-Feb-14,Platinum,Fuel,M,296092,46,Graduate,Married
6978,"Ahmedabad, India",19-Mar-15,Silver,Grocery,F,11987,38,College,Married
6979,"Greater Mumbai, India",31-Oct-13,Silver,Fuel,F,295305,55,Unknown,Single
6980,"Bengaluru, India",17-May-15,Platinum,Fuel,F,190699,37,Unknown,Single
6981,"Bengaluru, India",15-Apr-14,Signature,Grocery,M,202531,57,Post-Graduate,Single
6982,"Delhi, India",06-Feb-15,Signature,Food,F,10158,43,Uneducated,Married
6983,"Bengaluru, India",29-Sep-14,Signature,Fuel,M,159541,54,College,Married
6984,"Delhi, India",18-Dec-14,Platinum,Fuel,F,34447,39,Doctorate,Married
6985,"Ahmedabad, India",03-Apr-14,Platinum,Entertainment,F,287506,41,High School,Married
6986,"Ahmedabad, India",13-Jan-14,Platinum,Grocery,M,181753,45,Uneducated,Married
6987,"Bengaluru, India",25-Oct-14,Gold,Bills,M,272115,45,Uneducated,Married
6988,"Greater Mumbai, India",21-Jan-14,Silver,Grocery,F,17301,36,College,Unknown
6989,"Bengaluru, India",22-Sep-14,Platinum,Food,M,264929,50,Graduate,Married
6990,"Delhi, India",20-Aug-14,Platinum,Bills,M,26435,42,Graduate,Single
6991,"Ahmedabad, India",26-Jul-14,Signature,Fuel,F,23329,59,High School,Married
6992,"Ahmedabad, India",03-May-15,Gold,Food,F,216878,43,Graduate,Married
6993,"Bengaluru, India",26-Sep-14,Silver,Fuel,M,78896,33,High School,Divorced
6994,"Delhi, India",13-Dec-13,Platinum,Entertainment,F,138308,38,High School,Single
6995,"Ahmedabad, India",17-Nov-13,Gold,Fuel,M,190362,46,College,Married
6996,"Delhi, India",20-May-15,Signature,Grocery,F,206117,44,Graduate,Married
6997,"Ahmedabad, India",15-Aug-14,Silver,Bills,F,247302,59,Unknown,Single
6998,"Greater Mumbai, India",10-Feb-15,Silver,Bills,F,187674,49,Uneducated,Divorced
6999,"Bengaluru, India",21-Dec-14,Signature,Food,F,221480,50,Uneducated,Married
7000,"Greater Mumbai, India",11-Jan-14,Platinum,Food,F,118329,41,College,Divorced
7001,"Greater Mumbai, India",11-Nov-14,Gold,Grocery,M,156249,51,Uneducated,Unknown
7002,"Greater Mumbai, India",04-May-15,Silver,Entertainment,M,244260,36,Graduate,Married
7003,"Ahmedabad, India",01-Apr-14,Platinum,Food,F,192479,36,College,Married
7004,"Bengaluru, India",28-Mar-14,Signature,Bills,F,89278,37,High School,Single
7005,"Bengaluru, India",14-Oct-14,Gold,Bills,M,176081,39,Graduate,Married
7006,"Ahmedabad, India",20-Oct-14,Signature,Food,F,290501,40,Unknown,Married
7007,"Ahmedabad, India",05-May-15,Gold,Bills,F,73910,45,High School,Single
7008,"Delhi, India",18-Apr-14,Platinum,Food,M,113374,46,High School,Married
7009,"Greater Mumbai, India",02-Feb-15,Signature,Fuel,M,151865,38,High School,Married
7010,"Ahmedabad, India",23-Dec-14,Gold,Entertainment,F,136297,44,Post-Graduate,Married
7011,"Bengaluru, India",25-May-14,Silver,Fuel,M,205998,42,Graduate,Married
7012,"Greater Mumbai, India",09-Apr-15,Signature,Grocery,F,122360,49,High School,Married
7013,"Greater Mumbai, India",29-Jan-15,Platinum,Bills,F,64711,55,Graduate,Single
7014,"Ahmedabad, India",24-Oct-13,Signature,Grocery,F,22951,56,Post-Graduate,Married
7015,"Delhi, India",20-Jan-14,Signature,Grocery,M,210401,39,Graduate,Single
7016,"Greater Mumbai, India",31-May-14,Signature,Grocery,F,262693,48,Post-Graduate,Divorced
7017,"Greater Mumbai, India",18-Feb-14,Signature,Grocery,F,135701,42,Graduate,Single
7018,"Greater Mumbai, India",26-Oct-14,Signature,Bills,M,264988,58,Unknown,Single
7019,"Ahmedabad, India",17-Feb-15,Signature,Fuel,M,84981,36,Unknown,Single
7020,"Greater Mumbai, India",11-Feb-14,Silver,Bills,M,57178,55,Uneducated,Married
7021,"Ahmedabad, India",19-Apr-15,Platinum,Entertainment,F,246858,41,Unknown,Married
7022,"Bengaluru, India",25-Nov-13,Silver,Grocery,F,184924,51,College,Divorced
7023,"Ahmedabad, India",20-Apr-15,Gold,Entertainment,F,48327,43,College,Married
7024,"Delhi, India",29-Jan-15,Platinum,Fuel,M,87364,35,Graduate,Single
7025,"Ahmedabad, India",20-Apr-14,Gold,Grocery,M,102694,37,Uneducated,Single
7026,"Delhi, India",29-Oct-13,Signature,Bills,M,204908,59,College,Married
7027,"Bengaluru, India",13-Apr-14,Silver,Food,F,16945,59,Graduate,Married
7028,"Bengaluru, India",11-Oct-14,Platinum,Food,F,138549,45,Graduate,Married
7029,"Delhi, India",31-Jan-14,Gold,Food,F,61032,57,High School,Single
7030,"Greater Mumbai, India",17-Dec-13,Platinum,Grocery,F,108277,36,High School,Married
7031,"Bengaluru, India",19-Sep-14,Silver,Food,F,151532,52,Uneducated,Single
7032,"Delhi, India",04-Nov-14,Silver,Bills,M,205030,45,Graduate,Single
7033,"Greater Mumbai, India",19-Aug-14,Platinum,Bills,F,250280,50,Doctorate,Single
7034,"Delhi, India",18-Feb-14,Platinum,Grocery,M,124255,46,College,Married
7035,"Ahmedabad, India",18-Aug-14,Silver,Grocery,F,125145,55,Uneducated,Divorced
7036,"Delhi, India",12-Apr-15,Gold,Bills,F,289281,51,High School,Married
7037,"Bengaluru, India",06-Dec-14,Silver,Fuel,F,133935,44,College,Married
7038,"Greater Mumbai, India",20-Oct-14,Platinum,Bills,M,294979,39,Post-Graduate,Married
7039,"Greater Mumbai, India",08-Apr-15,Platinum,Entertainment,M,49754,55,Unknown,Single
7040,"Bengaluru, India",09-Aug-14,Gold,Entertainment,F,110582,46,Graduate,Single
7041,"Delhi, India",07-Oct-13,Gold,Bills,F,94821,54,College,Single
7042,"Delhi, India",12-Apr-14,Silver,Bills,F,240481,50,Unknown,Single
7043,"Greater Mumbai, India",07-Dec-13,Gold,Bills,M,171932,51,High School,Married
7044,"Bengaluru, India",11-Jun-14,Gold,Bills,M,278347,41,High School,Married
7045,"Greater Mumbai, India",12-Mar-15,Signature,Fuel,M,267975,59,Unknown,Married
7046,"Delhi, India",16-Aug-14,Platinum,Food,M,147996,47,Uneducated,Married
7047,"Ahmedabad, India",29-May-14,Signature,Entertainment,F,168031,61,Graduate,Married
7048,"Delhi, India",06-Sep-14,Platinum,Bills,F,176341,50,High School,Married
7049,"Delhi, India",14-Aug-14,Silver,Bills,M,115137,53,Graduate,Single
7050,"Ahmedabad, India",05-Nov-14,Signature,Grocery,F,210711,31,Graduate,Married
7051,"Bengaluru, India",08-May-14,Gold,Entertainment,F,258783,51,Graduate,Single
7052,"Greater Mumbai, India",16-Dec-14,Platinum,Fuel,F,280253,60,Graduate,Single
7053,"Delhi, India",16-Jan-14,Platinum,Bills,F,278957,59,High School,Single
7054,"Ahmedabad, India",25-Dec-14,Signature,Bills,F,296750,60,Unknown,Single
7055,"Bengaluru, India",21-Nov-13,Platinum,Fuel,F,217343,50,Unknown,Married
7056,"Greater Mumbai, India",04-Dec-14,Platinum,Grocery,M,19207,42,Graduate,Married
7057,"Bengaluru, India",07-Jan-15,Platinum,Fuel,M,297763,54,Post-Graduate,Married
7058,"Bengaluru, India",31-Mar-14,Silver,Fuel,M,87380,42,High School,Married
7059,"Greater Mumbai, India",18-May-15,Gold,Bills,F,28085,48,Uneducated,Married
7060,"Bengaluru, India",09-Sep-14,Platinum,Bills,F,71214,50,Graduate,Married
7061,"Delhi, India",14-Aug-14,Signature,Food,M,134822,48,Unknown,Unknown
7062,"Greater Mumbai, India",26-Oct-14,Platinum,Grocery,F,96466,52,Graduate,Married
7063,"Delhi, India",25-May-15,Signature,Fuel,F,238780,46,Graduate,Married
7064,"Delhi, India",28-Jul-14,Platinum,Food,F,204018,50,Uneducated,Married
7065,"Greater Mumbai, India",07-Nov-14,Gold,Entertainment,M,274068,62,College,Unknown
7066,"Delhi, India",07-Apr-15,Gold,Bills,M,206691,50,High School,Married
7067,"Bengaluru, India",27-Jan-15,Gold,Fuel,M,145186,50,Graduate,Married
7068,"Ahmedabad, India",22-Dec-13,Platinum,Grocery,M,191695,48,High School,Married
7069,"Greater Mumbai, India",14-Nov-14,Platinum,Grocery,M,227400,46,Graduate,Married
7070,"Greater Mumbai, India",23-Nov-13,Platinum,Bills,M,274359,40,Graduate,Married
7071,"Delhi, India",22-Jul-14,Silver,Fuel,M,59143,40,College,Unknown
7072,"Greater Mumbai, India",30-Jun-14,Silver,Fuel,M,169112,54,Graduate,Single
7073,"Greater Mumbai, India",05-Dec-13,Gold,Bills,F,3167,54,High School,Married
7074,"Bengaluru, India",16-Feb-14,Platinum,Fuel,M,4887,54,Graduate,Unknown
7075,"Delhi, India",02-Jan-14,Gold,Entertainment,M,94771,37,Doctorate,Married
7076,"Greater Mumbai, India",05-Feb-15,Platinum,Grocery,M,155765,38,High School,Married
7077,"Delhi, India",02-Sep-14,Signature,Grocery,M,103319,42,High School,Married
7078,"Bengaluru, India",06-Jun-14,Gold,Grocery,F,291619,42,College,Divorced
7079,"Ahmedabad, India",23-Oct-13,Signature,Fuel,M,231815,45,College,Married
7080,"Bengaluru, India",17-Jul-14,Silver,Fuel,F,75039,54,Graduate,Married
7081,"Delhi, India",12-Jul-14,Platinum,Food,M,184680,43,High School,Unknown
7082,"Greater Mumbai, India",15-Aug-14,Gold,Food,M,173817,45,Graduate,Divorced
7083,"Bengaluru, India",20-Oct-14,Silver,Entertainment,F,42572,49,College,Single
7084,"Bengaluru, India",25-Feb-14,Signature,Grocery,F,54396,41,Graduate,Married
7085,"Delhi, India",29-Nov-13,Gold,Entertainment,F,139680,44,Graduate,Married
7086,"Greater Mumbai, India",15-Dec-14,Signature,Fuel,M,206802,46,Uneducated,Divorced
7087,"Ahmedabad, India",11-Apr-14,Platinum,Grocery,M,88561,39,Graduate,Unknown
7088,"Greater Mumbai, India",19-Feb-14,Platinum,Entertainment,F,20943,46,Graduate,Unknown
7089,"Ahmedabad, India",02-Apr-15,Silver,Food,F,229262,58,Post-Graduate,Single
7090,"Greater Mumbai, India",06-Dec-14,Gold,Grocery,M,294502,47,Graduate,Divorced
7091,"Bengaluru, India",18-May-15,Gold,Bills,M,30854,56,High School,Single
7092,"Delhi, India",27-Feb-14,Gold,Grocery,F,120645,54,Uneducated,Single
7093,"Ahmedabad, India",18-Apr-15,Gold,Entertainment,M,180376,51,High School,Single
7094,"Delhi, India",11-Jan-15,Silver,Grocery,M,188235,58,High School,Divorced
7095,"Delhi, India",20-Dec-14,Platinum,Bills,F,118520,36,Uneducated,Married
7096,"Bengaluru, India",21-Dec-13,Gold,Food,F,36695,52,Unknown,Single
7097,"Greater Mumbai, India",04-Feb-14,Signature,Entertainment,F,284400,45,Graduate,Married
7098,"Ahmedabad, India",04-Aug-14,Platinum,Entertainment,M,34981,51,Doctorate,Single
7099,"Ahmedabad, India",22-Mar-14,Silver,Bills,M,298546,54,College,Single
7100,"Bengaluru, India",26-Nov-14,Signature,Entertainment,M,50877,50,Post-Graduate,Single
7101,"Ahmedabad, India",01-Oct-14,Gold,Food,M,51966,37,Graduate,Married
7102,"Greater Mumbai, India",27-Feb-14,Platinum,Food,F,250051,42,Unknown,Single
7103,"Ahmedabad, India",22-Mar-15,Gold,Food,F,56653,47,High School,Single
7104,"Greater Mumbai, India",06-Oct-13,Platinum,Bills,M,5557,45,Graduate,Married
7105,"Greater Mumbai, India",26-Feb-15,Platinum,Food,F,206407,40,High School,Single
7106,"Greater Mumbai, India",19-Apr-15,Platinum,Grocery,M,235232,48,Unknown,Single
7107,"Bengaluru, India",07-Feb-15,Platinum,Grocery,M,142430,42,Unknown,Single
7108,"Greater Mumbai, India",21-Jul-14,Signature,Fuel,F,56913,47,College,Married
7109,"Bengaluru, India",07-May-15,Silver,Bills,F,39911,54,College,Single
7110,"Ahmedabad, India",11-Nov-14,Silver,Entertainment,F,92334,38,Graduate,Unknown
7111,"Ahmedabad, India",13-Jan-14,Silver,Fuel,F,161384,43,College,Married
7112,"Bengaluru, India",22-Aug-14,Silver,Entertainment,F,259513,43,High School,Unknown
7113,"Bengaluru, India",24-Feb-14,Silver,Fuel,M,201783,37,High School,Married
7114,"Greater Mumbai, India",24-Apr-15,Platinum,Fuel,F,233520,41,High School,Single
7115,"Greater Mumbai, India",01-Oct-14,Signature,Bills,F,234804,45,Unknown,Single
7116,"Delhi, India",21-Feb-14,Signature,Fuel,M,46953,49,Unknown,Married
7117,"Delhi, India",21-Jun-14,Silver,Bills,F,56090,54,Graduate,Single
7118,"Ahmedabad, India",30-Dec-14,Signature,Bills,M,181345,45,High School,Divorced
7119,"Delhi, India",25-Jan-15,Silver,Food,F,220276,52,Unknown,Married
7120,"Greater Mumbai, India",02-May-14,Gold,Entertainment,F,65692,40,High School,Married
7121,"Delhi, India",02-Feb-15,Gold,Grocery,F,134498,54,College,Single
7122,"Bengaluru, India",03-Jul-14,Platinum,Bills,M,233374,52,Post-Graduate,Married
7123,"Greater Mumbai, India",26-Mar-15,Silver,Food,F,72988,58,High School,Married
7124,"Ahmedabad, India",08-Dec-13,Signature,Grocery,M,102818,51,Graduate,Single
7125,"Delhi, India",05-Mar-15,Platinum,Entertainment,M,129054,40,Graduate,Married
7126,"Delhi, India",14-Sep-14,Silver,Fuel,M,194836,49,Unknown,Married
7127,"Bengaluru, India",08-Oct-13,Signature,Food,F,99656,39,High School,Single
7128,"Bengaluru, India",29-Dec-14,Platinum,Grocery,M,282032,54,Doctorate,Single
7129,"Ahmedabad, India",27-Apr-14,Signature,Grocery,F,276575,42,High School,Married
7130,"Ahmedabad, India",01-Dec-13,Gold,Grocery,F,143505,40,Unknown,Single
7131,"Ahmedabad, India",20-Oct-13,Silver,Food,F,42521,41,Unknown,Single
7132,"Greater Mumbai, India",23-Oct-13,Platinum,Entertainment,M,15782,50,Uneducated,Married
7133,"Ahmedabad, India",10-Nov-13,Platinum,Fuel,F,110941,47,Doctorate,Divorced
7134,"Greater Mumbai, India",13-Mar-15,Platinum,Fuel,M,267890,46,High School,Married
7135,"Ahmedabad, India",04-Sep-14,Platinum,Food,M,254186,52,Graduate,Married
7136,"Bengaluru, India",13-Apr-15,Platinum,Bills,F,124930,53,Unknown,Married
7137,"Bengaluru, India",04-Nov-14,Gold,Grocery,M,6990,56,Unknown,Single
7138,"Ahmedabad, India",28-Nov-14,Silver,Grocery,F,93921,57,Graduate,Married
7139,"Ahmedabad, India",25-Mar-15,Signature,Grocery,F,167975,56,Uneducated,Married
7140,"Delhi, India",01-Jan-14,Signature,Entertainment,M,37865,34,Uneducated,Single
7141,"Bengaluru, India",14-Mar-14,Signature,Entertainment,M,66803,46,High School,Married
7142,"Bengaluru, India",23-Apr-15,Silver,Entertainment,M,74214,47,High School,Single
7143,"Bengaluru, India",12-Nov-13,Gold,Entertainment,M,261590,40,Unknown,Married
7144,"Delhi, India",01-Dec-14,Signature,Fuel,F,279502,53,High School,Married
7145,"Greater Mumbai, India",20-Mar-15,Platinum,Entertainment,F,128930,55,Graduate,Single
7146,"Greater Mumbai, India",24-Oct-13,Silver,Entertainment,M,41362,51,Graduate,Married
7147,"Ahmedabad, India",03-Nov-14,Signature,Bills,M,69997,52,Unknown,Married
7148,"Delhi, India",03-Nov-14,Platinum,Entertainment,F,244899,40,Uneducated,Married
7149,"Bengaluru, India",15-Aug-14,Gold,Entertainment,F,97493,45,Unknown,Single
7150,"Greater Mumbai, India",30-Sep-14,Gold,Bills,M,126958,46,Graduate,Married
7151,"Bengaluru, India",26-Oct-14,Platinum,Entertainment,M,74622,38,Graduate,Married
7152,"Greater Mumbai, India",13-Jul-14,Platinum,Food,M,125602,46,Unknown,Single
7153,"Delhi, India",11-Jan-14,Signature,Entertainment,M,207491,47,High School,Divorced
7154,"Greater Mumbai, India",30-Nov-14,Platinum,Bills,M,11573,44,Uneducated,Married
7155,"Greater Mumbai, India",06-Feb-14,Signature,Fuel,M,43535,36,Graduate,Married
7156,"Delhi, India",24-Oct-14,Silver,Entertainment,M,53093,40,Graduate,Single
7157,"Ahmedabad, India",23-Mar-14,Silver,Bills,F,133533,49,Graduate,Married
7158,"Delhi, India",14-Jun-14,Gold,Fuel,M,284974,56,College,Married
7159,"Delhi, India",31-Jan-15,Gold,Fuel,F,228729,45,Graduate,Married
7160,"Bengaluru, India",03-Apr-15,Platinum,Grocery,F,291267,38,High School,Single
7161,"Bengaluru, India",13-Nov-13,Silver,Grocery,M,157554,43,Uneducated,Single
7162,"Greater Mumbai, India",26-Sep-14,Silver,Food,F,107195,48,Graduate,Single
7163,"Greater Mumbai, India",17-Sep-14,Gold,Grocery,F,223454,39,Unknown,Single
7164,"Bengaluru, India",11-Apr-14,Signature,Food,F,134698,62,Unknown,Single
7165,"Ahmedabad, India",07-Dec-14,Signature,Grocery,F,13916,47,Graduate,Married
7166,"Greater Mumbai, India",17-Jan-15,Gold,Fuel,M,7499,57,High School,Married
7167,"Bengaluru, India",07-May-15,Gold,Entertainment,F,10070,48,Unknown,Single
7168,"Delhi, India",18-Nov-13,Signature,Fuel,M,16066,48,Uneducated,Unknown
7169,"Delhi, India",08-Jun-14,Silver,Bills,F,289290,34,Graduate,Unknown
7170,"Delhi, India",24-Jan-15,Signature,Bills,M,6205,46,College,Married
7171,"Delhi, India",06-Dec-13,Gold,Bills,M,297929,49,Post-Graduate,Married
7172,"Greater Mumbai, India",24-May-15,Signature,Bills,F,94113,48,College,Married
7173,"Ahmedabad, India",17-Oct-13,Signature,Food,F,135124,42,Graduate,Single
7174,"Bengaluru, India",05-Jan-14,Signature,Fuel,F,121738,47,Graduate,Married
7175,"Delhi, India",04-Aug-14,Signature,Food,M,53632,45,Graduate,Single
7176,"Bengaluru, India",14-Oct-13,Signature,Fuel,F,109719,41,High School,Unknown
7177,"Bengaluru, India",29-Jan-15,Signature,Fuel,M,97563,45,High School,Single
7178,"Delhi, India",19-May-14,Platinum,Fuel,M,19336,57,Uneducated,Divorced
7179,"Delhi, India",02-Apr-14,Platinum,Food,M,220178,49,Uneducated,Single
7180,"Bengaluru, India",17-Apr-15,Gold,Fuel,M,55158,50,Uneducated,Single
7181,"Ahmedabad, India",23-Dec-14,Silver,Food,F,221639,51,Graduate,Divorced
7182,"Bengaluru, India",19-Aug-14,Gold,Bills,M,248614,44,Uneducated,Single
7183,"Delhi, India",27-Jul-14,Signature,Bills,F,278995,40,Uneducated,Married
7184,"Greater Mumbai, India",21-Oct-13,Signature,Fuel,M,160559,37,Graduate,Married
7185,"Ahmedabad, India",01-Aug-14,Platinum,Food,M,33550,46,Unknown,Married
7186,"Ahmedabad, India",11-Oct-14,Gold,Entertainment,M,88021,39,Graduate,Single
7187,"Greater Mumbai, India",13-May-15,Gold,Entertainment,F,180452,38,Unknown,Married
7188,"Bengaluru, India",29-Sep-14,Signature,Entertainment,M,218548,45,Unknown,Single
7189,"Delhi, India",02-May-14,Silver,Bills,F,130785,37,Post-Graduate,Married
7190,"Greater Mumbai, India",14-Dec-14,Signature,Entertainment,F,289164,43,Uneducated,Married
7191,"Bengaluru, India",02-Jun-14,Platinum,Grocery,M,281973,48,Graduate,Married
7192,"Bengaluru, India",15-Jan-15,Silver,Grocery,F,64305,51,Uneducated,Divorced
7193,"Ahmedabad, India",22-Oct-14,Signature,Grocery,F,148888,44,Doctorate,Unknown
7194,"Ahmedabad, India",14-Aug-14,Platinum,Food,F,78965,39,Graduate,Married
7195,"Delhi, India",27-Oct-14,Signature,Food,M,59854,47,College,Divorced
7196,"Greater Mumbai, India",04-Jan-14,Signature,Fuel,F,103984,51,Graduate,Single
7197,"Bengaluru, India",01-Mar-15,Signature,Entertainment,M,138418,54,High School,Married
7198,"Greater Mumbai, India",29-Apr-14,Gold,Food,M,198480,53,Unknown,Married
7199,"Bengaluru, India",01-Oct-14,Gold,Grocery,F,41400,48,High School,Single
7200,"Greater Mumbai, India",01-Jan-14,Silver,Fuel,F,220654,35,College,Married
7201,"Greater Mumbai, India",04-Oct-13,Gold,Entertainment,M,201942,46,Unknown,Unknown
7202,"Ahmedabad, India",10-Mar-14,Platinum,Fuel,M,145882,49,Unknown,Single
7203,"Delhi, India",06-Dec-13,Silver,Grocery,M,123680,42,Uneducated,Married
7204,"Bengaluru, India",14-Mar-14,Silver,Fuel,F,225547,43,Uneducated,Married
7205,"Bengaluru, India",10-Jan-14,Silver,Fuel,M,284321,52,Unknown,Single
7206,"Delhi, India",19-May-14,Gold,Fuel,F,160563,50,College,Married
7207,"Greater Mumbai, India",28-Jan-15,Gold,Bills,M,206876,54,High School,Single
7208,"Greater Mumbai, India",20-Dec-14,Platinum,Food,M,76086,55,Uneducated,Unknown
7209,"Greater Mumbai, India",01-Dec-14,Silver,Bills,M,43283,52,Graduate,Single
7210,"Ahmedabad, India",26-Oct-14,Signature,Fuel,M,294266,40,High School,Single
7211,"Delhi, India",09-Nov-14,Gold,Fuel,F,144880,60,Unknown,Married
7212,"Ahmedabad, India",16-Mar-14,Platinum,Fuel,M,222710,45,Post-Graduate,Unknown
7213,"Delhi, India",01-Feb-15,Platinum,Bills,F,229863,44,College,Unknown
7214,"Delhi, India",03-Nov-14,Gold,Entertainment,F,102704,44,Graduate,Single
7215,"Bengaluru, India",03-Jun-14,Platinum,Entertainment,F,150702,57,Doctorate,Single
7216,"Greater Mumbai, India",24-Oct-13,Platinum,Food,F,202674,34,Graduate,Divorced
7217,"Bengaluru, India",26-Sep-14,Platinum,Fuel,M,91744,52,Unknown,Married
7218,"Ahmedabad, India",23-Jan-15,Platinum,Bills,F,178851,42,High School,Married
7219,"Delhi, India",13-Jul-14,Silver,Food,F,274972,42,Unknown,Single
7220,"Ahmedabad, India",23-Nov-13,Gold,Entertainment,M,271913,51,Doctorate,Married
7221,"Delhi, India",22-Jun-14,Gold,Entertainment,F,1666,47,High School,Married
7222,"Delhi, India",02-Feb-15,Silver,Entertainment,F,90817,48,Graduate,Single
7223,"Ahmedabad, India",23-Apr-15,Gold,Food,M,231175,39,Uneducated,Single
7224,"Delhi, India",06-Feb-14,Silver,Fuel,F,135772,56,Unknown,Married
7225,"Delhi, India",14-Aug-14,Gold,Grocery,M,240714,48,Graduate,Single
7226,"Greater Mumbai, India",18-Jan-14,Signature,Grocery,M,21586,46,Post-Graduate,Single
7227,"Bengaluru, India",02-Aug-14,Platinum,Entertainment,F,174493,46,Graduate,Divorced
7228,"Ahmedabad, India",30-Apr-14,Gold,Fuel,F,57870,40,Unknown,Single
7229,"Greater Mumbai, India",23-Aug-14,Platinum,Grocery,F,185636,44,Graduate,Single
7230,"Delhi, India",27-Nov-14,Signature,Food,F,162899,45,High School,Single
7231,"Delhi, India",12-Mar-14,Gold,Food,F,265408,44,Graduate,Unknown
7232,"Bengaluru, India",17-Apr-15,Silver,Fuel,F,3806,49,Graduate,Unknown
7233,"Ahmedabad, India",16-Jul-14,Platinum,Food,F,156671,45,Unknown,Married
7234,"Greater Mumbai, India",22-Feb-14,Platinum,Food,M,202214,44,High School,Single
7235,"Greater Mumbai, India",08-Apr-14,Silver,Fuel,F,160632,58,High School,Single
7236,"Bengaluru, India",24-May-15,Gold,Fuel,M,70258,38,Graduate,Single
7237,"Bengaluru, India",27-Mar-14,Platinum,Entertainment,M,189370,48,Graduate,Single
7238,"Ahmedabad, India",18-Dec-13,Platinum,Entertainment,M,260229,43,College,Single
7239,"Greater Mumbai, India",05-Oct-13,Silver,Food,F,141946,36,Unknown,Single
7240,"Delhi, India",14-Sep-14,Platinum,Fuel,F,31990,59,Graduate,Single
7241,"Delhi, India",22-Oct-14,Platinum,Grocery,F,22953,40,Post-Graduate,Single
7242,"Ahmedabad, India",28-Apr-15,Signature,Food,F,193548,36,Uneducated,Single
7243,"Bengaluru, India",02-Oct-14,Silver,Entertainment,M,215775,40,Unknown,Single
7244,"Delhi, India",03-Aug-14,Gold,Entertainment,M,68207,36,Unknown,Unknown
7245,"Greater Mumbai, India",26-Oct-14,Platinum,Entertainment,F,208264,60,Graduate,Married
7246,"Delhi, India",25-May-14,Platinum,Grocery,M,273760,47,Doctorate,Divorced
7247,"Bengaluru, India",05-Nov-14,Signature,Food,M,11558,37,Graduate,Single
7248,"Greater Mumbai, India",22-Aug-14,Gold,Food,F,127386,51,Doctorate,Single
7249,"Greater Mumbai, India",17-Mar-15,Silver,Grocery,F,122620,42,Doctorate,Single
7250,"Ahmedabad, India",21-Jun-14,Silver,Entertainment,M,164143,42,Uneducated,Divorced
7251,"Greater Mumbai, India",17-Nov-14,Platinum,Food,M,283710,45,Uneducated,Married
7252,"Ahmedabad, India",26-Oct-14,Platinum,Entertainment,M,239205,52,Graduate,Married
7253,"Bengaluru, India",06-Dec-13,Silver,Entertainment,F,190440,57,Graduate,Married
7254,"Bengaluru, India",09-Oct-13,Silver,Grocery,M,52473,46,Graduate,Married
7255,"Greater Mumbai, India",05-Feb-14,Platinum,Fuel,M,88718,35,Unknown,Married
7256,"Ahmedabad, India",13-Jul-14,Silver,Food,F,9022,54,Unknown,Single
7257,"Bengaluru, India",24-Oct-14,Platinum,Food,M,74812,47,College,Married
